liked,user_id,video_end_type,minutes_played,video_id,geo_cd,channel_id,creator_id,timestamp,disliked
True,174,,76,174,EU,84,174,19/10/2019 04:41:56,True
True,175,0,77,175,JP,85,175,01/08/2019 07:43:52,True
True,176,2,78,176,AU,86,176,07/08/2019 14:42:38,True
True,177,3,79,177,EU,87,177,12/09/2019 21:02:10,True
True,178,2,80,178,AA,88,178,29/03/2019 06:13:10,True
True,179,,81,179,JP,89,179,01/07/2019 08:52:00,True
True,180,1,82,180,EU,90,180,22/02/2019 04:01:12,True
True,181,0,83,181,JP,91,181,16/05/2019 09:52:51,True
True,182,3,84,182,EU,92,182,05/01/2020 04:42:58,True
True,183,3,85,183,JP,93,183,16/11/2019 00:00:14,True
True,184,0,86,184,AA,94,184,05/05/2019 13:44:13,True
True,185,1,87,185,AA,95,185,14/11/2019 20:15:11,True
True,186,0,88,186,AA,96,186,31/12/2019 13:49:11,True
True,187,0,89,187,,97,187,30/06/2019 22:38:12,True
True,188,3,90,188,AP,98,188,06/05/2019 16:09:28,True
True,189,0,91,189,JP,99,189,12/10/2019 09:29:56,True
True,190,0,92,190,,100,190,07/03/2020 11:34:25,True
True,191,3,93,191,EU,101,191,04/10/2019 05:00:52,True
True,192,1,94,192,AU,102,192,18/06/2019 04:29:11,True
True,193,3,95,193,,103,193,24/04/2019 19:55:33,True
True,194,1,96,194,AP,104,194,27/09/2019 12:49:23,True
True,195,2,97,195,AA,105,195,28/09/2019 13:05:20,True
True,196,3,98,196,EU,106,196,03/08/2019 10:34:32,True
True,197,1,99,197,AU,107,197,07/09/2019 08:26:03,True
True,198,1,100,198,AU,108,198,05/11/2019 02:12:39,True
True,199,0,101,199,AA,109,199,11/10/2019 07:00:00,True
True,200,0,102,200,JP,110,200,24/07/2019 17:03:22,True
True,201,1,103,201,AU,111,201,16/04/2019 21:49:12,True
True,202,2,104,202,AA,112,202,26/08/2019 22:47:46,True
True,203,2,105,203,AA,113,203,19/03/2019 18:02:36,True
True,204,3,106,204,JP,114,204,07/10/2019 11:50:49,True
True,205,0,107,205,JP,115,205,02/11/2019 10:36:45,True
True,206,2,108,206,AU,116,206,24/08/2019 02:18:38,True
True,207,0,109,207,,117,207,01/10/2019 03:43:13,True
True,208,0,110,208,AP,118,208,17/01/2019 18:18:24,True
True,209,3,111,209,EU,119,209,08/10/2019 18:56:29,True
True,210,1,112,210,,120,210,04/11/2019 16:39:53,True
True,211,1,113,211,AP,121,211,31/07/2019 16:45:01,True
True,212,0,114,212,JP,122,212,14/10/2019 16:52:38,True
True,213,2,115,213,EU,123,213,05/02/2019 02:27:11,True
True,214,0,116,214,AA,124,214,05/09/2019 00:40:35,True
True,215,0,117,215,AU,125,215,19/02/2019 04:02:30,True
True,216,,118,216,AU,126,216,08/12/2019 20:00:47,True
True,217,,119,217,EU,127,217,12/03/2019 15:41:22,True
True,218,0,120,218,JP,128,218,13/03/2019 15:42:40,True
True,219,2,121,219,AA,129,219,26/02/2020 19:16:23,True
True,220,1,122,220,AU,130,220,24/07/2019 21:25:53,True
True,221,3,123,221,AU,131,221,08/03/2020 01:37:09,True
True,222,2,124,222,AA,132,222,24/08/2019 09:48:33,True
True,223,1,125,223,AP,133,223,23/04/2019 07:06:58,True
True,224,1,126,224,AA,134,224,15/02/2019 20:07:26,True
True,225,1,127,225,,135,225,15/11/2019 00:20:40,True
True,226,,128,226,EU,136,226,18/06/2019 11:09:11,True
True,227,2,129,227,JP,137,227,02/02/2020 18:41:40,True
True,228,,130,228,,138,228,10/02/2020 06:51:34,True
True,229,0,131,229,AP,139,229,20/04/2019 13:11:19,True
True,230,3,132,230,AU,140,230,29/04/2019 03:11:52,True
True,231,3,133,231,,141,231,23/12/2019 21:30:05,True
True,232,2,134,232,EU,142,232,22/07/2019 08:53:20,True
True,233,3,135,233,AU,143,233,04/08/2019 23:42:20,True
True,234,2,136,234,AA,144,234,21/05/2019 03:04:24,True
True,235,0,137,235,AU,145,235,07/03/2019 02:16:04,True
True,236,3,138,236,AA,146,236,18/06/2019 21:10:49,True
True,237,2,139,237,AU,147,237,18/09/2019 05:12:29,True
True,238,0,140,238,,148,238,21/05/2019 12:07:50,True
True,239,0,141,239,AA,149,239,25/03/2019 21:45:39,True
True,240,3,142,240,AP,150,240,26/06/2019 17:01:37,True
True,241,,143,241,AU,151,241,15/07/2019 11:44:16,True
True,242,1,144,242,AP,152,242,03/09/2019 01:12:53,True
True,243,2,145,243,EU,153,243,05/07/2019 17:15:36,True
True,244,,146,244,AU,154,244,13/01/2020 17:00:01,True
True,245,1,147,245,AU,155,245,19/12/2019 18:04:18,True
True,246,0,148,246,JP,156,246,20/02/2020 22:47:44,True
True,247,1,149,247,AP,157,247,19/09/2019 05:53:04,True
True,248,2,150,248,AA,158,248,20/07/2019 14:15:43,True
True,249,2,151,249,AA,159,249,08/06/2019 15:23:26,True
True,250,1,152,250,EU,160,250,29/12/2019 07:35:05,True
True,251,0,153,251,AA,161,251,19/04/2019 09:27:02,True
True,252,1,154,252,AP,162,252,26/02/2019 03:11:31,True
True,253,3,155,253,AA,163,253,16/03/2019 02:57:43,True
True,254,3,156,254,JP,164,254,19/02/2020 11:56:16,True
True,255,3,157,255,AA,165,255,15/03/2019 19:05:16,True
True,256,0,158,256,AU,166,256,18/06/2019 08:23:04,True
True,257,3,159,257,JP,167,257,09/04/2019 09:22:30,True
True,258,0,160,258,JP,168,258,12/03/2019 13:42:39,True
True,259,2,161,259,AA,169,259,07/11/2019 00:36:44,True
True,260,3,162,260,EU,170,260,01/07/2019 18:59:06,True
True,261,2,163,261,,171,261,19/02/2019 20:23:40,True
True,262,0,164,262,JP,172,262,17/01/2020 22:18:59,True
True,263,0,165,263,EU,173,263,10/07/2019 21:29:13,True
True,264,3,166,264,AP,174,264,31/12/2019 15:40:03,True
True,265,3,167,265,JP,175,265,18/07/2019 02:37:27,True
True,266,2,168,266,AP,176,266,26/03/2019 21:04:45,True
True,267,0,169,267,AA,177,267,05/09/2019 08:01:31,True
True,268,2,170,268,EU,178,268,15/10/2019 09:44:57,True
True,269,1,171,269,EU,179,269,25/08/2019 05:31:57,True
True,270,3,172,270,JP,180,270,17/03/2019 15:21:24,True
True,271,2,173,271,JP,181,271,18/10/2019 15:24:26,True
True,272,3,174,272,AP,182,272,06/02/2019 06:06:09,True
True,273,1,175,273,JP,183,273,03/08/2019 19:37:47,True
True,274,3,176,274,JP,184,274,28/11/2019 09:21:36,True
True,275,1,177,275,EU,185,275,10/12/2019 14:02:35,True
True,276,0,178,276,AA,186,276,09/09/2019 09:02:02,True
True,277,0,179,277,AP,187,277,25/05/2019 20:34:41,True
True,278,3,180,278,JP,188,278,21/02/2020 23:41:20,True
True,279,2,181,279,AU,189,279,26/10/2019 21:07:41,True
True,280,,182,280,AA,190,280,27/01/2019 11:07:40,True
True,281,2,183,281,AP,191,281,13/03/2019 06:41:03,True
True,282,2,184,282,,192,282,27/09/2019 02:34:54,True
True,283,2,185,283,,193,283,18/08/2019 10:50:13,True
True,284,3,186,284,,194,284,08/09/2019 05:14:20,True
True,285,3,187,285,AP,195,285,01/11/2019 08:51:07,True
True,286,3,188,286,AA,196,286,10/02/2020 08:14:00,True
True,287,1,189,287,AP,197,287,19/08/2019 15:52:31,True
True,288,3,190,288,EU,198,288,21/06/2019 13:13:12,True
True,289,2,191,289,AU,199,289,16/09/2019 03:08:29,True
True,290,3,192,290,AA,200,290,18/08/2019 07:59:56,True
True,291,3,193,291,AU,201,291,20/04/2019 17:40:03,True
True,292,0,194,292,JP,202,292,19/06/2019 23:56:15,True
True,293,2,195,293,AU,203,293,23/12/2019 20:22:27,True
True,294,2,196,294,JP,204,294,12/03/2019 06:31:30,True
True,295,1,197,295,AU,205,295,20/08/2019 12:56:34,True
True,296,,198,296,AU,206,296,08/02/2020 19:32:20,True
True,297,2,199,297,JP,207,297,01/08/2019 10:44:44,True
True,298,1,200,298,JP,208,298,23/01/2019 11:39:20,True
True,299,2,201,299,AP,209,299,04/06/2019 04:47:56,True
True,300,,202,300,AA,210,300,02/10/2019 02:59:04,True
True,301,1,203,301,EU,211,301,02/12/2019 01:21:57,True
True,302,2,204,302,AA,212,302,29/07/2019 06:34:20,True
True,303,1,205,303,JP,213,303,22/02/2020 20:15:22,True
True,304,1,206,304,JP,214,304,13/08/2019 06:41:14,True
True,305,2,207,305,EU,215,305,13/08/2019 15:56:29,True
True,306,,208,306,AA,216,306,28/08/2019 13:56:50,True
True,307,2,209,307,,217,307,25/09/2019 19:33:40,True
True,308,0,210,308,AP,218,308,09/02/2020 04:12:01,True
True,309,1,211,309,AU,219,309,27/03/2019 15:15:09,True
True,310,0,212,310,AA,220,310,09/09/2019 18:10:11,True
True,311,1,213,311,AA,221,311,15/07/2019 08:53:16,True
True,312,2,214,312,AA,222,312,24/02/2020 18:21:26,True
True,313,1,215,313,JP,223,313,08/02/2020 19:19:53,True
True,314,,216,314,AU,224,314,16/02/2019 13:31:51,True
True,315,2,217,315,AP,225,315,13/08/2019 11:46:27,True
True,316,,218,316,,226,316,09/03/2020 08:32:26,True
True,317,0,219,317,AU,227,317,04/08/2019 12:56:07,True
True,318,3,220,318,JP,228,318,02/03/2019 01:14:13,True
True,319,3,221,319,JP,229,319,01/02/2019 11:47:38,True
True,320,1,222,320,JP,230,320,29/10/2019 14:56:32,True
True,321,2,223,321,AP,231,321,13/12/2019 09:20:20,True
True,322,1,224,322,AP,232,322,29/07/2019 04:23:57,True
True,323,0,225,323,AP,233,323,24/05/2019 08:05:06,True
True,324,1,226,324,AA,234,324,22/08/2019 04:15:59,True
True,325,1,227,325,JP,235,325,25/02/2020 17:38:07,True
True,326,1,228,326,JP,236,326,17/08/2019 13:22:04,True
True,327,0,229,327,AA,237,327,19/08/2019 07:33:52,True
True,328,1,230,328,,238,328,04/11/2019 15:33:18,True
True,329,2,231,329,,239,329,30/12/2019 23:15:44,True
True,330,1,232,330,AA,240,330,02/11/2019 16:01:39,True
True,331,0,233,331,,241,331,21/03/2019 18:13:55,True
True,332,1,234,332,AP,242,332,28/12/2019 11:35:41,True
True,333,3,235,333,AP,243,333,28/12/2019 04:32:08,True
True,334,0,236,334,AU,244,334,13/11/2019 20:05:42,True
True,335,2,237,335,AA,245,335,04/03/2020 18:31:31,True
True,336,3,238,336,AA,246,336,15/02/2019 12:17:53,True
True,337,1,239,337,JP,247,337,14/12/2019 03:10:59,True
True,338,3,240,338,EU,248,338,18/06/2019 09:28:52,True
True,339,,241,339,JP,249,339,12/06/2019 11:20:49,True
True,340,3,242,340,JP,250,340,04/09/2019 11:27:12,True
True,341,1,243,341,AU,251,341,19/04/2019 05:29:05,True
True,342,2,244,342,AU,252,342,01/03/2020 18:45:42,True
True,343,0,245,343,JP,253,343,19/11/2019 14:42:55,True
True,344,2,246,344,AA,254,344,29/03/2019 18:55:55,True
True,345,3,247,345,AP,255,345,20/02/2020 04:05:32,True
True,346,0,248,346,JP,256,346,08/08/2019 03:11:32,True
True,347,0,249,347,AU,257,347,20/05/2019 20:11:26,True
True,348,3,250,348,AA,258,348,02/01/2020 00:16:00,True
True,349,2,251,349,EU,259,349,24/02/2020 23:24:00,True
True,350,3,252,350,EU,260,350,07/04/2019 09:46:15,True
True,351,1,253,351,AU,261,351,28/02/2020 14:54:58,True
True,352,0,254,352,AU,262,352,23/06/2019 08:23:05,True
True,353,3,255,353,AA,263,353,07/11/2019 04:22:01,True
True,354,2,256,354,JP,264,354,13/12/2019 15:06:38,True
True,355,0,257,355,AU,265,355,01/06/2019 14:04:29,True
True,356,2,258,356,,266,356,28/11/2019 17:47:43,True
True,357,2,259,357,AA,267,357,07/06/2019 05:55:02,True
True,358,3,260,358,AU,268,358,03/10/2019 06:18:28,True
True,359,,261,359,AP,269,359,27/09/2019 22:04:09,True
True,360,2,262,360,AA,270,360,31/05/2019 06:23:38,True
True,361,1,263,361,,271,361,24/11/2019 07:34:32,True
True,362,1,264,362,EU,272,362,22/12/2019 12:06:04,True
True,363,2,265,363,EU,273,363,07/09/2019 08:15:12,True
True,364,2,266,364,AU,274,364,16/01/2019 22:26:33,True
True,365,2,267,365,JP,275,365,20/12/2019 23:44:24,True
True,366,2,268,366,AP,276,366,04/03/2020 11:04:04,True
True,367,,269,367,JP,277,367,22/02/2019 21:06:19,True
True,368,0,270,368,AP,278,368,23/07/2019 04:44:21,True
True,369,3,271,369,AA,279,369,09/02/2020 10:17:33,True
True,370,0,272,370,,280,370,09/03/2020 09:58:15,True
True,371,2,273,371,EU,281,371,26/01/2020 15:31:33,True
True,372,3,274,372,AP,282,372,29/09/2019 03:28:02,True
True,373,2,275,373,EU,283,373,23/01/2019 22:03:45,True
True,374,0,276,374,AA,284,374,23/05/2019 20:46:13,True
True,375,3,277,375,AU,285,375,21/09/2019 15:37:26,True
True,376,0,278,376,AU,286,376,24/04/2019 06:23:52,True
True,377,0,279,377,JP,287,377,07/05/2019 12:59:42,True
True,378,,280,378,,288,378,09/01/2020 12:00:32,True
True,379,2,281,379,AA,289,379,17/08/2019 15:23:08,True
True,380,2,282,380,,290,380,17/10/2019 03:52:01,True
True,381,,283,381,AA,291,381,09/03/2019 03:14:34,True
True,382,3,284,382,EU,292,382,19/04/2019 20:13:25,True
True,383,3,285,383,AP,293,383,22/01/2019 13:29:15,True
True,384,1,286,384,AP,294,384,14/09/2019 13:02:28,True
True,385,1,287,385,,295,385,29/04/2019 06:13:13,True
True,386,1,288,386,AP,296,386,01/12/2019 02:51:39,True
True,387,1,289,387,EU,297,387,22/06/2019 01:59:27,True
True,388,,290,388,AP,298,388,08/03/2020 12:16:03,True
True,389,3,291,389,JP,299,389,15/07/2019 03:10:33,True
True,390,2,292,390,AP,300,390,12/08/2019 04:02:26,True
True,391,3,293,391,AP,301,391,18/11/2019 01:54:25,True
True,392,0,294,392,JP,302,392,28/12/2019 16:08:57,True
True,393,3,295,393,JP,303,393,28/05/2019 00:20:40,True
True,394,3,296,394,EU,304,394,16/05/2019 17:33:41,True
True,395,0,297,395,,305,395,26/12/2019 01:20:05,True
True,396,1,298,396,,306,396,05/10/2019 03:28:05,True
True,397,1,299,397,JP,307,397,23/11/2019 11:33:06,True
True,398,3,300,398,AU,308,398,21/02/2019 09:49:15,True
True,399,1,301,399,EU,309,399,16/07/2019 20:13:50,True
True,400,0,302,400,JP,310,400,27/11/2019 19:00:56,True
True,401,3,303,401,AP,311,401,19/09/2019 17:11:21,True
True,402,0,304,402,AU,312,402,31/07/2019 01:51:20,True
True,403,1,305,403,,313,403,07/08/2019 06:46:29,True
True,404,0,306,404,AP,314,404,23/06/2019 13:01:09,True
True,405,2,307,405,JP,315,405,30/08/2019 06:29:56,True
True,406,3,308,406,AU,316,406,16/10/2019 22:49:47,True
True,407,3,309,407,JP,317,407,12/02/2020 09:01:13,True
True,408,2,310,408,JP,318,408,04/06/2019 01:27:37,True
True,409,1,311,409,AU,319,409,22/11/2019 13:36:58,True
True,410,2,312,410,JP,320,410,02/02/2020 08:25:58,True
True,411,3,313,411,EU,321,411,18/01/2019 09:27:24,True
True,412,1,314,412,AA,322,412,24/01/2019 22:02:07,True
True,413,3,315,413,AU,323,413,13/02/2019 01:45:29,True
True,414,3,316,414,AA,324,414,15/10/2019 19:34:30,True
True,415,,317,415,EU,325,415,26/03/2019 21:42:02,True
True,416,0,318,416,JP,326,416,07/10/2019 08:51:35,True
True,417,2,319,417,JP,327,417,23/06/2019 19:35:38,True
True,418,2,320,418,AP,328,418,05/07/2019 12:21:06,True
True,419,3,321,419,AU,329,419,03/10/2019 02:38:51,True
True,420,2,322,420,AU,330,420,15/02/2020 21:20:14,True
True,421,2,323,421,EU,331,421,25/04/2019 04:24:29,True
True,422,2,324,422,AP,332,422,03/05/2019 14:57:27,True
True,423,0,325,423,JP,333,423,12/03/2019 13:39:24,True
True,424,1,326,424,EU,334,424,17/04/2019 13:03:24,True
True,425,3,327,425,,335,425,12/01/2019 08:03:09,True
True,426,3,328,426,JP,336,426,25/11/2019 16:08:26,True
True,427,2,329,427,AA,337,427,30/08/2019 21:53:24,True
True,428,,330,428,JP,338,428,20/01/2019 02:49:27,True
True,429,2,331,429,EU,339,429,08/03/2020 00:59:40,True
True,430,1,332,430,,340,430,30/04/2019 19:31:32,True
True,431,3,333,431,AP,341,431,30/11/2019 13:14:20,True
True,432,2,334,432,,342,432,16/09/2019 10:56:35,True
True,433,3,335,433,AU,343,433,15/08/2019 01:13:04,True
True,434,2,336,434,AU,344,434,10/02/2019 17:19:36,True
True,435,2,337,435,EU,345,435,06/07/2019 00:57:37,True
True,436,2,338,436,JP,346,436,09/02/2019 17:20:10,True
True,437,2,339,437,AU,347,437,28/03/2019 00:46:48,True
True,438,3,340,438,AA,348,438,19/11/2019 08:13:23,True
True,439,0,341,439,AU,349,439,24/06/2019 18:00:09,True
True,440,3,342,440,EU,350,440,05/03/2020 12:54:43,True
True,441,0,343,441,AP,351,441,06/03/2019 12:40:51,True
True,442,2,344,442,,352,442,14/01/2020 09:12:04,True
True,443,3,345,443,JP,353,443,15/04/2019 19:07:23,True
True,444,,346,444,JP,354,444,16/04/2019 13:02:08,True
True,445,,347,445,AP,355,445,02/07/2019 02:50:02,True
True,446,0,348,446,AU,356,446,23/06/2019 12:44:30,True
True,447,1,349,447,AA,357,447,12/12/2019 07:54:07,True
True,448,0,350,448,AP,358,448,13/03/2019 10:20:46,True
True,449,2,351,449,JP,359,449,12/01/2019 03:32:05,True
True,450,3,352,450,AA,360,450,28/02/2019 00:35:08,True
True,451,1,353,451,JP,361,451,21/05/2019 19:14:11,True
True,452,3,354,452,AU,362,452,02/04/2019 14:24:49,True
True,453,,355,453,AA,363,453,07/06/2019 20:54:55,True
True,454,2,356,454,JP,364,454,15/06/2019 23:55:44,True
True,455,3,357,455,EU,365,455,14/06/2019 15:07:16,True
True,456,2,358,456,JP,366,456,27/06/2019 14:53:08,True
True,457,3,359,457,EU,367,457,26/07/2019 10:02:08,True
True,458,0,360,458,EU,368,458,21/04/2019 09:16:06,True
True,459,0,361,459,AU,369,459,10/12/2019 11:32:50,True
True,460,2,362,460,AA,370,460,16/10/2019 18:30:34,True
True,461,0,363,461,AA,371,461,01/07/2019 03:05:41,True
True,462,3,364,462,,372,462,23/02/2019 17:41:44,True
True,463,0,365,463,EU,373,463,02/08/2019 23:48:42,True
True,464,2,366,464,EU,374,464,20/08/2019 12:09:01,True
True,465,0,367,465,JP,375,465,25/07/2019 10:47:44,True
True,466,,368,466,AU,376,466,19/08/2019 09:18:06,True
True,467,3,369,467,,377,467,24/01/2020 10:26:47,True
True,468,0,370,468,AU,378,468,29/03/2019 12:00:56,True
True,469,1,371,469,EU,379,469,31/12/2019 03:00:08,True
True,470,1,372,470,EU,380,470,04/03/2020 19:07:38,True
True,471,2,373,471,JP,381,471,27/08/2019 05:14:58,True
True,472,1,374,472,AU,382,472,31/05/2019 04:48:54,True
True,473,3,375,473,AU,383,473,27/02/2020 17:28:54,True
True,474,0,376,474,AP,384,474,06/02/2020 15:47:14,True
True,475,2,377,475,AA,385,475,21/06/2019 20:49:42,True
True,476,3,378,476,,386,476,02/08/2019 19:50:30,True
True,477,2,379,477,AP,387,477,14/04/2019 07:47:40,True
True,478,,380,478,JP,388,478,27/01/2020 18:02:51,True
True,479,0,381,479,AU,389,479,16/02/2020 13:19:40,True
True,480,0,382,480,EU,390,480,30/12/2019 14:00:55,True
True,481,2,383,481,EU,391,481,14/03/2019 01:58:46,True
True,482,0,384,482,,392,482,27/08/2019 22:30:19,True
True,483,3,385,483,AU,393,483,06/04/2019 12:55:04,True
True,484,3,386,484,,394,484,02/10/2019 04:12:43,True
True,485,3,387,485,JP,395,485,05/10/2019 09:09:06,True
True,486,3,388,486,AU,396,486,29/07/2019 06:27:46,True
True,487,3,389,487,AU,397,487,06/12/2019 23:01:20,True
True,488,0,390,488,AP,398,488,09/06/2019 04:40:12,True
True,489,1,391,489,AP,399,489,23/08/2019 11:28:34,True
True,490,0,392,490,JP,400,490,27/04/2019 23:17:48,True
True,491,1,393,491,AU,401,491,17/03/2019 02:25:01,True
True,492,1,394,492,AA,402,492,23/11/2019 19:32:40,True
True,493,1,395,493,AA,403,493,22/10/2019 20:53:59,True
True,494,1,396,494,AA,404,494,31/12/2019 02:42:23,True
True,495,3,397,495,AA,405,495,16/03/2019 02:39:10,True
True,496,1,398,496,,406,496,13/04/2019 23:25:50,True
True,497,0,399,497,AU,407,497,18/01/2019 03:58:53,True
True,498,3,400,498,,408,498,20/04/2019 07:23:29,True
True,499,2,0,499,AU,409,499,08/06/2019 13:14:35,True
True,500,2,3,500,AA,410,500,10/02/2019 07:58:43,True
True,501,3,4,501,,411,501,04/11/2019 17:20:32,True
True,502,1,5,502,EU,412,502,17/02/2020 15:06:11,True
True,503,3,6,503,,413,503,22/02/2020 09:01:11,True
True,504,2,7,504,AP,414,504,15/05/2019 16:20:41,True
True,505,1,8,505,AA,415,505,21/03/2019 11:36:21,True
True,506,3,9,506,EU,416,506,03/04/2019 10:54:55,True
True,507,0,10,507,JP,417,507,04/02/2019 22:07:39,True
True,508,0,11,508,EU,418,508,30/10/2019 17:15:40,True
True,509,2,12,509,AU,419,509,20/09/2019 14:50:45,True
True,510,3,13,510,AP,420,510,22/09/2019 17:34:13,True
True,511,1,14,511,EU,421,511,11/03/2019 15:39:29,True
True,512,2,15,512,EU,422,512,10/02/2020 16:07:08,True
True,513,1,16,513,EU,423,513,23/03/2019 23:30:30,True
True,514,0,17,514,EU,424,514,26/02/2020 02:55:06,True
True,515,2,18,515,AA,425,515,16/01/2020 12:05:06,True
True,516,3,19,516,EU,426,516,16/11/2019 10:36:40,True
True,517,2,20,517,JP,427,517,14/09/2019 21:48:58,True
True,518,1,21,518,EU,428,518,17/02/2019 06:22:42,True
True,519,1,22,519,AA,429,519,28/02/2020 10:28:07,True
True,520,0,23,520,AA,430,520,16/02/2020 14:35:53,True
True,521,0,24,521,AA,431,521,25/04/2019 07:25:48,True
True,522,0,25,522,AP,432,522,13/09/2019 13:13:55,True
True,523,,26,523,AP,433,523,20/10/2019 15:36:23,True
True,524,2,27,524,AP,434,524,02/09/2019 09:24:38,True
True,525,2,28,525,AA,435,525,28/05/2019 12:07:59,True
True,526,3,29,526,EU,436,526,21/02/2019 14:07:13,True
True,527,0,30,527,EU,437,527,01/03/2019 23:35:44,True
True,528,2,31,528,EU,438,528,26/04/2019 10:45:40,True
True,529,2,32,529,JP,439,529,01/08/2019 02:14:00,True
True,530,3,33,530,JP,440,530,02/04/2019 23:10:58,True
True,531,0,34,531,JP,441,531,06/01/2020 06:30:39,True
True,532,2,35,532,AU,442,532,04/09/2019 04:23:03,True
True,533,3,36,533,EU,443,533,08/07/2019 00:42:57,True
True,534,3,37,534,,444,534,26/04/2019 00:34:05,True
True,535,2,38,535,,445,535,06/03/2020 20:30:08,True
True,536,0,39,536,,446,536,20/07/2019 20:24:51,True
True,537,0,40,537,AA,447,537,29/01/2020 05:09:00,True
True,538,3,41,538,AP,448,538,18/09/2019 05:22:38,True
